step,epoch,train_loss,train_perplexity,mode1_loss,mode1_ppl,mode2_loss,mode2_ppl,mode3_loss,mode3_ppl,mode4_loss,mode4_ppl,mode5_loss,mode5_ppl,learning_rate,sigmagpt_mode,ordering_mode,num_thinking_tokens,thinking_token_mode
10,1,9.809768331050872,18210.7734375,,,,,,,,,,,5.2249999999999996e-05,fair,temporal,204,upper_bound
20,1,9.11155470609665,9059.3720703125,,,,,,,,,,,5.449999999999998e-05,fair,temporal,204,upper_bound
30,1,8.486379241943359,4848.28173828125,,,,,,,,,,,5.675e-05,fair,temporal,204,upper_bound
40,1,7.9861395210027695,2939.9248046875,,,,,,,,,,,5.900000000000001e-05,fair,temporal,204,upper_bound
50,1,7.633431097865104,2066.126708984375,,,,,,,,,,,6.125000000000001e-05,fair,temporal,204,upper_bound
60,1,7.38119692504406,1605.5103759765625,,,,,,,,,,,6.350000000000001e-05,fair,temporal,204,upper_bound
70,1,7.188584196567535,1324.2271728515625,,,,,,,,,,,6.575000000000001e-05,fair,temporal,204,upper_bound
80,1,7.067568153142929,1173.29150390625,,,,,,,,,,,6.800000000000003e-05,fair,temporal,204,upper_bound
90,1,6.951521804928779,1044.738525390625,,,,,,,,,,,7.025000000000004e-05,fair,temporal,204,upper_bound
100,1,6.853118196129799,946.8289184570312,,,,,,,,,,,7.250000000000001e-05,fair,temporal,204,upper_bound
