step,epoch,train_loss,train_perplexity,mode1_loss,mode1_ppl,mode2_loss,mode2_ppl,mode3_loss,mode3_ppl,mode4_loss,mode4_ppl,mode5_loss,mode5_ppl,learning_rate,sigmagpt_mode,ordering_mode,num_thinking_tokens,thinking_token_mode
10,1,9.883042299747467,19595.248046875,,,,,,,,,,,5.2249999999999996e-05,fair,temporal,819,upper_bound
20,1,9.121549272537232,9150.3701171875,,,,,,,,,,,5.449999999999998e-05,fair,temporal,819,upper_bound
30,1,8.531086325645447,5069.94873046875,,,,,,,,,,,5.675e-05,fair,temporal,819,upper_bound
40,1,8.090451005101205,3263.15966796875,,,,,,,,,,,5.900000000000001e-05,fair,temporal,819,upper_bound
50,1,7.737706196308136,2293.2060546875,,,,,,,,,,,6.125000000000001e-05,fair,temporal,819,upper_bound
60,1,7.47905607521534,1770.568359375,,,,,,,,,,,6.350000000000001e-05,fair,temporal,819,upper_bound
70,1,7.2820109814405445,1453.908935546875,,,,,,,,,,,6.575000000000001e-05,fair,temporal,819,upper_bound
80,1,7.154166021943093,1279.42529296875,,,,,,,,,,,6.800000000000003e-05,fair,temporal,819,upper_bound
90,1,7.053803667426109,1157.251953125,,,,,,,,,,,7.025000000000004e-05,fair,temporal,819,upper_bound
100,1,6.958743724226951,1052.310546875,,,,,,,,,,,7.250000000000001e-05,fair,temporal,819,upper_bound
