step,epoch,train_loss,train_perplexity,mode1_loss,mode1_ppl,mode2_loss,mode2_ppl,mode3_loss,mode3_ppl,mode4_loss,mode4_ppl,mode5_loss,mode5_ppl,learning_rate,sigmagpt_mode,ordering_mode,num_thinking_tokens,thinking_token_mode
10,1,9.868116652965545,19304.94140625,,,,,,,,,,,5.2249999999999996e-05,fair,temporal,204,upper_bound
20,1,9.150960564613342,9423.4912109375,,,,,,,,,,,5.449999999999998e-05,fair,temporal,204,upper_bound
30,1,8.553449600934982,5184.6083984375,,,,,,,,,,,5.675e-05,fair,temporal,204,upper_bound
40,1,8.046749040484428,3123.6240234375,,,,,,,,,,,5.900000000000001e-05,fair,temporal,204,upper_bound
50,1,7.680902138352394,2166.5732421875,,,,,,,,,,,6.125000000000001e-05,fair,temporal,204,upper_bound
60,1,7.417818400263786,1665.3966064453125,,,,,,,,,,,6.350000000000001e-05,fair,temporal,204,upper_bound
70,1,7.218048879504204,1363.82568359375,,,,,,,,,,,6.575000000000001e-05,fair,temporal,204,upper_bound
80,1,7.098289194703102,1209.8951416015625,,,,,,,,,,,6.800000000000003e-05,fair,temporal,204,upper_bound
90,1,6.9894696295261385,1085.1456298828125,,,,,,,,,,,7.025000000000004e-05,fair,temporal,204,upper_bound
100,1,6.899823033809662,992.0993041992188,,,,,,,,,,,7.250000000000001e-05,fair,temporal,204,upper_bound
